date,opportunity_id,product_area,active_accounts,pricing_recommendations,adoption_rate,override_rate,explainability_open_rate,approval_latency_hours,manual_export_count,data_freshness_score
2026-03-16,OPP-006,Implementation readiness,18,117,0.548,0.25,0.708,22.9,29,0.914
2026-03-16,OPP-007,Security and privacy,22,108,0.485,0.231,0.503,9.0,6,0.956
2026-03-16,OPP-008,AI insights,45,171,0.565,0.06,0.454,23.0,38,0.918
2026-03-17,OPP-001,Lease and renewal pricing,25,402,0.609,0.288,0.742,21.9,15,0.844
2026-03-17,OPP-002,Public market intelligence,68,414,0.611,0.226,0.534,46.1,26,0.93
2026-03-17,OPP-003,Amenities and specials,59,391,0.503,0.134,0.3,13.7,17,0.875
2026-03-17,OPP-004,Amenities and specials,34,505,0.534,0.235,0.542,27.1,20,0.923
2026-03-17,OPP-005,Reporting,56,391,0.464,0.113,0.501,23.1,38,0.829
2026-03-17,OPP-006,Implementation readiness,31,396,0.551,0.14,0.574,30.4,14,0.943
2026-03-17,OPP-007,Security and privacy,48,153,0.577,0.204,0.644,21.2,22,0.865
2026-03-17,OPP-008,AI insights,62,390,0.488,0.253,0.472,30.4,9,0.924
2026-03-18,OPP-001,Lease and renewal pricing,60,90,0.544,0.124,0.534,18.5,30,0.968
2026-03-18,OPP-002,Public market intelligence,20,303,0.698,0.236,0.475,22.2,9,0.887
2026-03-18,OPP-003,Amenities and specials,25,284,0.573,0.245,0.538,22.2,15,0.841
2026-03-18,OPP-004,Amenities and specials,28,169,0.409,0.195,0.546,15.6,31,0.795
2026-03-18,OPP-005,Reporting,41,301,0.58,0.293,0.44,12.6,9,0.971
2026-03-18,OPP-006,Implementation readiness,51,501,0.465,0.231,0.462,6.5,18,0.879
2026-03-18,OPP-007,Security and privacy,46,181,0.601,0.128,0.486,29.4,29,0.858
2026-03-18,OPP-008,AI insights,23,191,0.593,0.111,0.519,17.9,14,0.933
2026-03-19,OPP-001,Lease and renewal pricing,37,202,0.641,0.178,0.667,15.1,5,0.891
2026-03-19,OPP-002,Public market intelligence,68,437,0.559,0.139,0.542,15.7,4,0.932
2026-03-19,OPP-003,Amenities and specials,41,183,0.629,0.15,0.518,14.3,33,0.793
2026-03-19,OPP-004,Amenities and specials,37,277,0.5,0.164,0.482,22.3,24,0.99
2026-03-19,OPP-005,Reporting,38,257,0.61,0.23,0.521,18.8,38,0.922
2026-03-19,OPP-006,Implementation readiness,24,347,0.471,0.308,0.723,23.4,15,0.872
2026-03-19,OPP-007,Security and privacy,36,110,0.338,0.247,0.22,46.5,27,0.87
2026-03-19,OPP-008,AI insights,52,147,0.672,0.226,0.454,4,28,0.914
2026-03-20,OPP-001,Lease and renewal pricing,41,348,0.53,0.15,0.628,27.7,21,0.862
2026-03-20,OPP-002,Public market intelligence,52,397,0.609,0.173,0.67,17.0,10,0.841
2026-03-20,OPP-003,Amenities and specials,45,90,0.648,0.29,0.725,39.5,6,0.941
2026-03-20,OPP-004,Amenities and specials,43,260,0.472,0.314,0.544,27.7,17,0.862
2026-03-20,OPP-005,Reporting,59,408,0.649,0.339,0.391,29.0,25,0.873
2026-03-20,OPP-006,Implementation readiness,21,207,0.498,0.149,0.4,9.6,36,0.856
2026-03-20,OPP-007,Security and privacy,25,90,0.535,0.301,0.59,26.4,19,0.875
2026-03-20,OPP-008,AI insights,42,176,0.657,0.288,0.261,30.7,31,0.885
2026-03-21,OPP-001,Lease and renewal pricing,44,244,0.608,0.176,0.81,12.2,26,0.843
2026-03-21,OPP-002,Public market intelligence,30,223,0.557,0.164,0.605,26.4,12,0.907
2026-03-21,OPP-003,Amenities and specials,54,331,0.493,0.163,0.538,30.5,18,0.99
2026-03-21,OPP-004,Amenities and specials,64,227,0.452,0.24,0.69,11.7,32,0.99
2026-03-21,OPP-005,Reporting,25,348,0.66,0.095,0.68,21.8,22,0.878
2026-03-21,OPP-006,Implementation readiness,21,453,0.602,0.211,0.83,15.6,25,0.99
2026-03-21,OPP-007,Security and privacy,61,519,0.507,0.219,0.607,30.0,38,0.902
2026-03-21,OPP-008,AI insights,46,180,0.722,0.259,0.559,14.0,12,0.953
2026-03-22,OPP-001,Lease and renewal pricing,63,216,0.575,0.193,0.565,17.9,9,0.944
2026-03-22,OPP-002,Public market intelligence,18,507,0.624,0.265,0.716,29.2,6,0.859
2026-03-22,OPP-003,Amenities and specials,40,262,0.685,0.178,0.594,34.4,34,0.87
2026-03-22,OPP-004,Amenities and specials,41,326,0.481,0.268,0.435,29.0,7,0.929
2026-03-22,OPP-005,Reporting,33,130,0.51,0.218,0.737,19.0,34,0.834
2026-03-22,OPP-006,Implementation readiness,56,325,0.489,0.132,0.821,40.9,36,0.917
2026-03-22,OPP-007,Security and privacy,40,266,0.397,0.25,0.663,22.4,31,0.912
2026-03-22,OPP-008,AI insights,34,314,0.673,0.219,0.602,25.1,36,0.867
2026-03-23,OPP-001,Lease and renewal pricing,26,502,0.613,0.168,0.486,24.5,9,0.921
2026-03-23,OPP-002,Public market intelligence,59,267,0.679,0.145,0.626,22.9,12,0.893
2026-03-23,OPP-003,Amenities and specials,29,291,0.615,0.224,0.413,31.4,4,0.936
2026-03-23,OPP-004,Amenities and specials,59,403,0.471,0.26,0.692,34.3,10,0.884
2026-03-23,OPP-005,Reporting,18,235,0.582,0.134,0.542,15.8,38,0.904
2026-03-23,OPP-006,Implementation readiness,38,196,0.495,0.237,0.54,22.0,22,0.886
2026-03-23,OPP-007,Security and privacy,49,193,0.502,0.259,0.565,27.3,12,0.988
2026-03-23,OPP-008,AI insights,23,497,0.565,0.187,0.431,11.7,34,0.878
2026-03-24,OPP-001,Lease and renewal pricing,34,174,0.688,0.197,0.607,8.7,26,0.916
2026-03-24,OPP-002,Public market intelligence,61,249,0.572,0.275,0.657,28.8,11,0.96
2026-03-24,OPP-003,Amenities and specials,27,125,0.61,0.135,0.62,32.3,31,0.804
2026-03-24,OPP-004,Amenities and specials,64,416,0.566,0.266,0.5,27.5,12,0.852
2026-03-24,OPP-005,Reporting,28,342,0.69,0.118,0.544,23.4,31,0.815
2026-03-24,OPP-006,Implementation readiness,44,500,0.529,0.251,0.646,17.7,9,0.843
2026-03-24,OPP-007,Security and privacy,26,349,0.47,0.212,0.622,21.8,15,0.9
2026-03-24,OPP-008,AI insights,42,266,0.507,0.169,0.585,23.5,28,0.923
2026-03-25,OPP-001,Lease and renewal pricing,40,91,0.67,0.129,0.53,13.8,16,0.914
2026-03-25,OPP-002,Public market intelligence,63,217,0.539,0.323,0.628,20.2,16,0.885
2026-03-25,OPP-003,Amenities and specials,27,506,0.553,0.165,0.616,24.2,28,0.804
2026-03-25,OPP-004,Amenities and specials,52,235,0.663,0.327,0.554,28.8,8,0.99
2026-03-25,OPP-005,Reporting,51,400,0.593,0.15,0.504,8.8,6,0.859
2026-03-25,OPP-006,Implementation readiness,18,454,0.609,0.239,0.512,22.4,10,0.941
2026-03-25,OPP-007,Security and privacy,38,439,0.439,0.19,0.477,40.0,26,0.839
2026-03-25,OPP-008,AI insights,55,383,0.531,0.261,0.479,10.6,36,0.886
2026-03-26,OPP-001,Lease and renewal pricing,55,309,0.623,0.158,0.702,24.3,6,0.947
2026-03-26,OPP-002,Public market intelligence,65,490,0.637,0.289,0.827,22.0,37,0.798
2026-03-26,OPP-003,Amenities and specials,21,93,0.651,0.222,0.355,27.0,14,0.9
2026-03-26,OPP-004,Amenities and specials,47,278,0.637,0.319,0.488,10.1,9,0.944
2026-03-26,OPP-005,Reporting,34,407,0.514,0.199,0.616,30.0,24,0.929
2026-03-26,OPP-006,Implementation readiness,36,449,0.506,0.211,0.53,30.7,22,0.962
2026-03-26,OPP-007,Security and privacy,47,206,0.489,0.216,0.548,30.2,17,0.963
2026-03-26,OPP-008,AI insights,30,409,0.608,0.142,0.573,20.4,12,0.99
2026-03-27,OPP-001,Lease and renewal pricing,45,503,0.608,0.215,0.514,24.3,11,0.944
2026-03-27,OPP-002,Public market intelligence,47,141,0.546,0.273,0.743,32.4,29,0.965
2026-03-27,OPP-003,Amenities and specials,35,454,0.697,0.132,0.522,43.3,19,0.99
2026-03-27,OPP-004,Amenities and specials,63,363,0.511,0.21,0.326,24.8,20,0.99
2026-03-27,OPP-005,Reporting,45,492,0.566,0.325,0.459,12.5,15,0.941
2026-03-27,OPP-006,Implementation readiness,28,136,0.603,0.196,0.623,10.3,29,0.91
2026-03-27,OPP-007,Security and privacy,51,402,0.549,0.175,0.715,24.5,10,0.937
2026-03-27,OPP-008,AI insights,45,108,0.635,0.134,0.714,37.4,19,0.883
2026-03-28,OPP-001,Lease and renewal pricing,46,427,0.753,0.159,0.744,47.3,27,0.842
2026-03-28,OPP-002,Public market intelligence,23,349,0.547,0.198,0.7,9.6,36,0.944
2026-03-28,OPP-003,Amenities and specials,47,199,0.661,0.164,0.588,18.4,6,0.927
2026-03-28,OPP-004,Amenities and specials,67,158,0.526,0.261,0.319,19.2,31,0.874
2026-03-28,OPP-005,Reporting,37,493,0.557,0.208,0.536,16.6,11,0.837
2026-03-28,OPP-006,Implementation readiness,52,286,0.606,0.205,0.616,19.3,13,0.99
2026-03-28,OPP-007,Security and privacy,67,123,0.453,0.162,0.435,10.2,4,0.99
2026-03-28,OPP-008,AI insights,25,134,0.557,0.247,0.823,24.6,14,0.95
2026-03-29,OPP-001,Lease and renewal pricing,39,228,0.708,0.214,0.685,18.6,20,0.893
2026-03-29,OPP-002,Public market intelligence,67,417,0.473,0.282,0.624,19.3,5,0.887
2026-03-29,OPP-003,Amenities and specials,55,91,0.586,0.14,0.686,15.2,9,0.842
2026-03-29,OPP-004,Amenities and specials,34,464,0.531,0.301,0.387,18.3,17,0.942
2026-03-29,OPP-005,Reporting,22,357,0.595,0.119,0.747,9.0,16,0.965
2026-03-29,OPP-006,Implementation readiness,23,371,0.48,0.31,0.651,18.4,10,0.907
2026-03-29,OPP-007,Security and privacy,23,262,0.567,0.15,0.51,20.2,31,0.847
2026-03-29,OPP-008,AI insights,63,397,0.486,0.219,0.88,30.3,10,0.934
2026-03-30,OPP-001,Lease and renewal pricing,27,498,0.784,0.203,0.553,34.5,34,0.879
2026-03-30,OPP-002,Public market intelligence,43,476,0.606,0.184,0.612,20.2,26,0.79
2026-03-30,OPP-003,Amenities and specials,32,431,0.678,0.187,0.66,34.5,10,0.99
2026-03-30,OPP-004,Amenities and specials,49,156,0.608,0.2,0.428,22.0,28,0.93
2026-03-30,OPP-005,Reporting,46,506,0.532,0.25,0.28,27.5,18,0.909
2026-03-30,OPP-006,Implementation readiness,58,428,0.532,0.216,0.548,11.1,30,0.97
2026-03-30,OPP-007,Security and privacy,60,295,0.493,0.28,0.533,31.3,30,0.851
2026-03-30,OPP-008,AI insights,28,291,0.613,0.163,0.506,15.2,38,0.898
2026-03-31,OPP-001,Lease and renewal pricing,28,384,0.605,0.184,0.347,26.2,18,0.867
2026-03-31,OPP-002,Public market intelligence,54,182,0.483,0.17,0.556,9.9,19,0.886
2026-03-31,OPP-003,Amenities and specials,35,401,0.632,0.212,0.711,22.2,19,0.907
2026-03-31,OPP-004,Amenities and specials,44,134,0.606,0.273,0.425,26.0,17,0.898
2026-03-31,OPP-005,Reporting,26,428,0.624,0.204,0.715,18.3,26,0.843
2026-03-31,OPP-006,Implementation readiness,20,123,0.592,0.253,0.633,28.7,29,0.81
2026-03-31,OPP-007,Security and privacy,28,242,0.494,0.228,0.583,30.1,15,0.926
2026-03-31,OPP-008,AI insights,45,361,0.572,0.181,0.427,29.3,20,0.819
2026-04-01,OPP-001,Lease and renewal pricing,38,223,0.543,0.201,0.68,26.7,28,0.924
2026-04-01,OPP-002,Public market intelligence,52,495,0.636,0.19,0.675,17.7,6,0.925
2026-04-01,OPP-003,Amenities and specials,32,260,0.675,0.212,0.838,18.3,4,0.798
2026-04-01,OPP-004,Amenities and specials,61,219,0.491,0.255,0.453,20.9,22,0.945
2026-04-01,OPP-005,Reporting,61,264,0.486,0.181,0.319,22.3,26,0.844
2026-04-01,OPP-006,Implementation readiness,24,399,0.556,0.193,0.411,28.6,34,0.969
2026-04-01,OPP-007,Security and privacy,55,362,0.52,0.226,0.574,18.3,7,0.978
2026-04-01,OPP-008,AI insights,65,215,0.687,0.153,0.648,15.8,30,0.827
2026-04-02,OPP-001,Lease and renewal pricing,38,333,0.631,0.225,0.424,24.1,12,0.961
2026-04-02,OPP-002,Public market intelligence,29,265,0.532,0.256,0.632,19.0,13,0.906
2026-04-02,OPP-003,Amenities and specials,60,459,0.466,0.279,0.518,39.8,20,0.912
2026-04-02,OPP-004,Amenities and specials,52,478,0.452,0.211,0.577,19.5,5,0.896
2026-04-02,OPP-005,Reporting,24,504,0.598,0.151,0.607,17.8,33,0.935
2026-04-02,OPP-006,Implementation readiness,57,203,0.556,0.329,0.354,33.1,8,0.868
2026-04-02,OPP-007,Security and privacy,47,123,0.571,0.252,0.552,17.6,37,0.821
2026-04-02,OPP-008,AI insights,20,188,0.637,0.178,0.409,15.5,35,0.956
2026-04-03,OPP-001,Lease and renewal pricing,53,167,0.601,0.208,0.619,5.3,26,0.901
2026-04-03,OPP-002,Public market intelligence,59,166,0.599,0.149,0.598,9.8,15,0.937
2026-04-03,OPP-003,Amenities and specials,61,243,0.705,0.233,0.77,13.8,28,0.99
2026-04-03,OPP-004,Amenities and specials,36,353,0.479,0.199,0.68,16.4,8,0.821
2026-04-03,OPP-005,Reporting,20,215,0.618,0.24,0.312,36.9,17,0.913
2026-04-03,OPP-006,Implementation readiness,67,472,0.553,0.125,0.308,25.7,21,0.99
2026-04-03,OPP-007,Security and privacy,19,319,0.519,0.257,0.561,14.0,14,0.954
2026-04-03,OPP-008,AI insights,61,336,0.603,0.179,0.488,45.2,12,0.949
2026-04-04,OPP-001,Lease and renewal pricing,52,405,0.515,0.165,0.754,10.3,34,0.952
2026-04-04,OPP-002,Public market intelligence,67,482,0.591,0.202,0.471,28.8,17,0.889
2026-04-04,OPP-003,Amenities and specials,61,291,0.606,0.277,0.621,34.5,17,0.949
2026-04-04,OPP-004,Amenities and specials,35,188,0.541,0.346,0.651,24.8,23,0.889
2026-04-04,OPP-005,Reporting,35,240,0.449,0.174,0.399,17.8,23,0.99
2026-04-04,OPP-006,Implementation readiness,53,373,0.623,0.239,0.712,28.6,17,0.885
2026-04-04,OPP-007,Security and privacy,22,454,0.5,0.208,0.494,13.3,24,0.949
2026-04-04,OPP-008,AI insights,25,478,0.589,0.154,0.372,24.8,18,0.908
2026-04-05,OPP-001,Lease and renewal pricing,27,370,0.675,0.19,0.448,28.0,28,0.937
2026-04-05,OPP-002,Public market intelligence,59,450,0.58,0.185,0.628,11.1,37,0.905
2026-04-05,OPP-003,Amenities and specials,68,132,0.521,0.162,0.353,24.2,13,0.939
2026-04-05,OPP-004,Amenities and specials,30,520,0.514,0.25,0.549,29.5,37,0.929
2026-04-05,OPP-005,Reporting,55,162,0.511,0.207,0.787,16.5,10,0.848
2026-04-05,OPP-006,Implementation readiness,64,237,0.583,0.312,0.445,19.5,31,0.91
2026-04-05,OPP-007,Security and privacy,32,297,0.466,0.263,0.431,21.2,25,0.969
2026-04-05,OPP-008,AI insights,52,228,0.49,0.156,0.516,35.2,38,0.841
2026-04-06,OPP-001,Lease and renewal pricing,37,395,0.671,0.122,0.491,39.5,35,0.99
2026-04-06,OPP-002,Public market intelligence,67,279,0.633,0.215,0.425,14.9,28,0.909
2026-04-06,OPP-003,Amenities and specials,63,185,0.654,0.252,0.56,21.1,18,0.923
2026-04-06,OPP-004,Amenities and specials,41,241,0.659,0.259,0.458,12.1,15,0.877
2026-04-06,OPP-005,Reporting,53,249,0.487,0.232,0.457,27.2,24,0.949
2026-04-06,OPP-006,Implementation readiness,54,239,0.608,0.181,0.566,25.5,17,0.99
2026-04-06,OPP-007,Security and privacy,59,242,0.587,0.172,0.679,36.2,12,0.828
2026-04-06,OPP-008,AI insights,56,123,0.543,0.272,0.642,29.6,18,0.952
2026-04-07,OPP-001,Lease and renewal pricing,43,291,0.59,0.259,0.782,36.4,24,0.99
2026-04-07,OPP-002,Public market intelligence,41,479,0.559,0.17,0.501,16.2,6,0.905
2026-04-07,OPP-003,Amenities and specials,52,201,0.585,0.175,0.61,21.3,13,0.903
2026-04-07,OPP-004,Amenities and specials,46,275,0.597,0.227,0.586,9.5,25,0.897
2026-04-07,OPP-005,Reporting,43,387,0.653,0.177,0.637,36.1,23,0.86
2026-04-07,OPP-006,Implementation readiness,36,316,0.552,0.131,0.579,42.2,12,0.907
2026-04-07,OPP-007,Security and privacy,23,117,0.511,0.277,0.693,21.1,7,0.987
2026-04-07,OPP-008,AI insights,62,309,0.467,0.138,0.44,21.8,25,0.927
2026-04-08,OPP-001,Lease and renewal pricing,28,425,0.58,0.205,0.415,26.2,8,0.968
2026-04-08,OPP-002,Public market intelligence,22,181,0.504,0.102,0.515,4,4,0.887
2026-04-08,OPP-003,Amenities and specials,45,515,0.716,0.129,0.525,23.6,11,0.863
2026-04-08,OPP-004,Amenities and specials,24,150,0.647,0.233,0.79,30.5,26,0.894
2026-04-08,OPP-005,Reporting,47,166,0.488,0.189,0.793,20.3,29,0.941
2026-04-08,OPP-006,Implementation readiness,20,172,0.576,0.211,0.532,23.8,31,0.966
2026-04-08,OPP-007,Security and privacy,56,345,0.565,0.207,0.472,22.1,30,0.87
2026-04-08,OPP-008,AI insights,28,483,0.597,0.166,0.559,17.5,10,0.916
2026-04-09,OPP-001,Lease and renewal pricing,19,110,0.544,0.101,0.641,27.6,14,0.853
2026-04-09,OPP-002,Public market intelligence,52,393,0.663,0.322,0.605,21.8,35,0.92
2026-04-09,OPP-003,Amenities and specials,39,317,0.604,0.091,0.505,28.6,21,0.884
2026-04-09,OPP-004,Amenities and specials,37,366,0.592,0.262,0.43,4,13,0.864
2026-04-09,OPP-005,Reporting,50,308,0.572,0.263,0.652,10.2,35,0.874
2026-04-09,OPP-006,Implementation readiness,67,379,0.581,0.28,0.61,44.8,36,0.924
2026-04-09,OPP-007,Security and privacy,66,187,0.494,0.262,0.526,29.0,38,0.844
2026-04-09,OPP-008,AI insights,22,119,0.694,0.245,0.338,53.6,36,0.99
2026-04-10,OPP-001,Lease and renewal pricing,41,294,0.635,0.123,0.451,32.7,15,0.935
2026-04-10,OPP-002,Public market intelligence,20,442,0.564,0.144,0.377,33.5,17,0.99
2026-04-10,OPP-003,Amenities and specials,53,448,0.689,0.255,0.419,34.5,17,0.966
2026-04-10,OPP-004,Amenities and specials,64,518,0.413,0.232,0.396,27.3,32,0.872
2026-04-10,OPP-005,Reporting,45,122,0.598,0.252,0.754,11.1,30,0.902
2026-04-10,OPP-006,Implementation readiness,66,263,0.411,0.193,0.602,11.7,17,0.871
2026-04-10,OPP-007,Security and privacy,64,349,0.453,0.242,0.597,24.0,25,0.882
2026-04-10,OPP-008,AI insights,21,337,0.548,0.206,0.53,17.4,20,0.926
2026-04-11,OPP-001,Lease and renewal pricing,23,298,0.576,0.279,0.563,33.9,17,0.872
2026-04-11,OPP-002,Public market intelligence,36,204,0.6,0.187,0.467,30.5,30,0.897
2026-04-11,OPP-003,Amenities and specials,28,343,0.567,0.237,0.548,18.5,37,0.873
2026-04-11,OPP-004,Amenities and specials,18,388,0.454,0.222,0.547,16.1,8,0.957
2026-04-11,OPP-005,Reporting,32,252,0.552,0.279,0.385,13.4,31,0.857
2026-04-11,OPP-006,Implementation readiness,19,404,0.495,0.3,0.514,27.0,29,0.928
2026-04-11,OPP-007,Security and privacy,63,399,0.502,0.312,0.637,28.2,15,0.865
2026-04-11,OPP-008,AI insights,54,489,0.588,0.22,0.684,21.5,38,0.99
2026-04-12,OPP-001,Lease and renewal pricing,68,337,0.599,0.254,0.598,20.3,16,0.846
2026-04-12,OPP-002,Public market intelligence,60,332,0.56,0.217,0.586,10.8,4,0.928
2026-04-12,OPP-003,Amenities and specials,54,497,0.619,0.154,0.735,14.2,28,0.951
2026-04-12,OPP-004,Amenities and specials,37,283,0.426,0.229,0.372,12.7,20,0.878
2026-04-12,OPP-005,Reporting,32,243,0.549,0.211,0.671,34.2,31,0.865
2026-04-12,OPP-006,Implementation readiness,44,361,0.634,0.194,0.726,23.0,36,0.887
2026-04-12,OPP-007,Security and privacy,25,388,0.491,0.32,0.352,18.7,27,0.867
2026-04-12,OPP-008,AI insights,33,256,0.675,0.221,0.425,33.3,26,0.924
2026-04-13,OPP-001,Lease and renewal pricing,28,167,0.797,0.127,0.57,22.7,30,0.958
2026-04-13,OPP-002,Public market intelligence,61,103,0.589,0.18,0.347,16.6,22,0.99
2026-04-13,OPP-003,Amenities and specials,28,196,0.637,0.06,0.679,30.0,32,0.93
2026-04-13,OPP-004,Amenities and specials,32,514,0.445,0.219,0.453,16.5,15,0.895
2026-04-13,OPP-005,Reporting,33,251,0.615,0.287,0.68,24.2,14,0.933
2026-04-13,OPP-006,Implementation readiness,60,136,0.534,0.124,0.609,15.1,29,0.939
2026-04-13,OPP-007,Security and privacy,56,367,0.593,0.267,0.473,23.0,5,0.897
2026-04-13,OPP-008,AI insights,61,176,0.549,0.235,0.505,13.3,4,0.934
2026-04-14,OPP-001,Lease and renewal pricing,21,461,0.575,0.137,0.357,13.3,22,0.872
2026-04-14,OPP-002,Public market intelligence,67,119,0.687,0.161,0.484,17.9,6,0.877
2026-04-14,OPP-003,Amenities and specials,62,469,0.638,0.135,0.642,39.1,25,0.899
2026-04-14,OPP-004,Amenities and specials,61,240,0.442,0.255,0.589,28.6,21,0.874
2026-04-14,OPP-005,Reporting,35,256,0.556,0.252,0.395,24.2,5,0.961
2026-04-14,OPP-006,Implementation readiness,34,382,0.522,0.225,0.479,37.6,20,0.969
2026-04-14,OPP-007,Security and privacy,21,222,0.556,0.16,0.578,37.1,7,0.915
2026-04-14,OPP-008,AI insights,65,501,0.629,0.202,0.464,39.0,8,0.854
2026-04-15,OPP-001,Lease and renewal pricing,31,473,0.558,0.197,0.673,26.9,5,0.934
2026-04-15,OPP-002,Public market intelligence,62,441,0.567,0.276,0.83,34.5,23,0.973
2026-04-15,OPP-003,Amenities and specials,35,177,0.543,0.212,0.445,27.2,5,0.979
2026-04-15,OPP-004,Amenities and specials,22,221,0.519,0.303,0.687,35.7,26,0.881
2026-04-15,OPP-005,Reporting,64,381,0.52,0.189,0.423,28.5,19,0.932
2026-04-15,OPP-006,Implementation readiness,66,293,0.715,0.222,0.54,26.7,22,0.873
2026-04-15,OPP-007,Security and privacy,30,406,0.485,0.175,0.466,35.5,28,0.952
2026-04-15,OPP-008,AI insights,51,242,0.683,0.192,0.259,29.7,32,0.963
2026-04-16,OPP-001,Lease and renewal pricing,46,452,0.664,0.195,0.411,36.2,35,0.832
2026-04-16,OPP-002,Public market intelligence,26,498,0.53,0.147,0.485,25.8,36,0.854
2026-04-16,OPP-003,Amenities and specials,44,389,0.683,0.101,0.629,15.3,29,0.944
2026-04-16,OPP-004,Amenities and specials,47,464,0.512,0.199,0.516,26.3,7,0.962
2026-04-16,OPP-005,Reporting,59,469,0.606,0.185,0.415,17.1,23,0.899
2026-04-16,OPP-006,Implementation readiness,60,430,0.556,0.251,0.71,18.9,4,0.847
2026-04-16,OPP-007,Security and privacy,29,378,0.578,0.257,0.631,14.7,16,0.944
2026-04-16,OPP-008,AI insights,32,430,0.62,0.165,0.481,22.2,7,0.966
2026-04-17,OPP-001,Lease and renewal pricing,51,341,0.545,0.187,0.41,27.2,24,0.866
2026-04-17,OPP-002,Public market intelligence,47,242,0.557,0.195,0.605,10.7,16,0.951
2026-04-17,OPP-003,Amenities and specials,41,423,0.532,0.133,0.598,4,18,0.819
2026-04-17,OPP-004,Amenities and specials,34,352,0.532,0.071,0.46,29.1,34,0.99
2026-04-17,OPP-005,Reporting,29,209,0.572,0.26,0.484,11.7,38,0.819
2026-04-17,OPP-006,Implementation readiness,23,375,0.447,0.359,0.299,36.7,12,0.914
2026-04-17,OPP-007,Security and privacy,51,502,0.462,0.3,0.654,18.6,4,0.987
2026-04-17,OPP-008,AI insights,63,122,0.544,0.133,0.465,14.0,13,0.864
2026-04-18,OPP-001,Lease and renewal pricing,45,194,0.596,0.116,0.602,30.0,9,0.932
2026-04-18,OPP-002,Public market intelligence,27,292,0.65,0.244,0.397,29.2,25,0.907
2026-04-18,OPP-003,Amenities and specials,61,462,0.6,0.344,0.752,18.4,28,0.866
2026-04-18,OPP-004,Amenities and specials,67,265,0.5,0.233,0.577,24.0,9,0.836
2026-04-18,OPP-005,Reporting,42,91,0.591,0.271,0.436,30.8,16,0.821
2026-04-18,OPP-006,Implementation readiness,26,293,0.492,0.241,0.315,22.5,7,0.878
2026-04-18,OPP-007,Security and privacy,31,247,0.6,0.188,0.685,14.2,35,0.858
2026-04-18,OPP-008,AI insights,49,442,0.433,0.275,0.63,21.7,36,0.829
2026-04-19,OPP-001,Lease and renewal pricing,40,442,0.595,0.178,0.34,32.4,22,0.964
2026-04-19,OPP-002,Public market intelligence,60,481,0.542,0.209,0.529,10.3,11,0.877
2026-04-19,OPP-003,Amenities and specials,39,289,0.487,0.207,0.575,18.3,22,0.842
2026-04-19,OPP-004,Amenities and specials,63,363,0.581,0.246,0.47,33.2,23,0.97
2026-04-19,OPP-005,Reporting,54,490,0.531,0.127,0.657,40.2,24,0.895
2026-04-19,OPP-006,Implementation readiness,51,244,0.538,0.174,0.523,25.2,37,0.989
2026-04-19,OPP-007,Security and privacy,30,90,0.683,0.236,0.626,27.1,37,0.99
2026-04-19,OPP-008,AI insights,23,479,0.592,0.214,0.429,25.3,25,0.908
2026-04-20,OPP-001,Lease and renewal pricing,24,290,0.568,0.205,0.305,26.9,38,0.935
2026-04-20,OPP-002,Public market intelligence,54,425,0.589,0.242,0.653,12.2,10,0.875
2026-04-20,OPP-003,Amenities and specials,51,371,0.567,0.224,0.88,30.8,32,0.882
2026-04-20,OPP-004,Amenities and specials,34,504,0.464,0.177,0.638,35.3,37,0.987
2026-04-20,OPP-005,Reporting,65,249,0.636,0.166,0.784,17.2,27,0.791
2026-04-20,OPP-006,Implementation readiness,67,479,0.625,0.249,0.46,4,28,0.947
2026-04-20,OPP-007,Security and privacy,30,232,0.494,0.163,0.56,17.7,18,0.921
2026-04-20,OPP-008,AI insights,18,385,0.514,0.269,0.524,19.7,6,0.867
2026-04-21,OPP-001,Lease and renewal pricing,51,502,0.663,0.203,0.542,22.5,20,0.881
2026-04-21,OPP-002,Public market intelligence,68,291,0.567,0.201,0.65,11.3,37,0.919
2026-04-21,OPP-003,Amenities and specials,55,349,0.611,0.175,0.701,7.3,32,0.896
2026-04-21,OPP-004,Amenities and specials,65,413,0.492,0.153,0.526,30.8,38,0.896
2026-04-21,OPP-005,Reporting,61,355,0.63,0.19,0.557,26.8,28,0.919
2026-04-21,OPP-006,Implementation readiness,60,288,0.48,0.241,0.536,23.4,32,0.932
2026-04-21,OPP-007,Security and privacy,26,112,0.477,0.246,0.553,22.5,20,0.933
2026-04-21,OPP-008,AI insights,60,95,0.655,0.249,0.508,27.2,29,0.917
2026-04-22,OPP-001,Lease and renewal pricing,28,413,0.707,0.283,0.647,17.1,25,0.902
2026-04-22,OPP-002,Public market intelligence,21,319,0.617,0.287,0.644,19.7,25,0.895
2026-04-22,OPP-003,Amenities and specials,67,262,0.715,0.197,0.675,16.8,20,0.86
2026-04-22,OPP-004,Amenities and specials,33,105,0.487,0.222,0.518,33.0,27,0.938
2026-04-22,OPP-005,Reporting,42,493,0.554,0.235,0.456,36.9,16,0.933
2026-04-22,OPP-006,Implementation readiness,57,520,0.64,0.157,0.628,18.2,13,0.974
2026-04-22,OPP-007,Security and privacy,60,290,0.531,0.194,0.666,8.3,38,0.819
2026-04-22,OPP-008,AI insights,67,476,0.649,0.12,0.547,15.1,33,0.88
